image_path,year,timepoint,location,nitrogen_amount,experiment,block,row,column,genotype,planting_date,stand_count,yield,image_collection_date,p2i_days,experiment_id,sample_id,set,rank
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_18.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,18,6,WF9 X H95,2022-05-22,,24.13,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_18,train,0.9916666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_19.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,19,6,N209 X 3IIH6,2022-05-22,,47.27,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_19,train,0.4166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_2.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,2,6,PHP02 X PHK76,2022-05-22,,38.89,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_2,train,0.6583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_20.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,20,6,2369 X PHP02,2022-05-22,,50.11,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_20,train,0.7416666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_21.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,21,6,B73 X PHZ51,2022-05-22,,32.75,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_21,train,0.8416666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_22.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,22,6,B73 X 3IIH6,2022-05-22,,6.91,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_22,train,0.5416666666666666
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_23.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,23,6,B84 X 3IIH6,2022-05-22,,20.34,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_23,train,0.775
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_24.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,24,6,PHK56 X W606S,2022-05-22,,22.41,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_24,train,0.49166666666666664
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_25.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,25,6,LH123HT X PHB47,2022-05-22,,6.53,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_25,train,0.9166666666666666
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_26.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,26,6,PHK76 X LH82,2022-05-22,,12.38,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_26,train,0.6333333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_28.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,28,6,2369 X 3IIH6,2022-05-22,,34.6,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_28,train,0.6166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_29.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,29,6,HOEGEMEYER 8065RR,2022-05-22,,53.76,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_29,train,0.30833333333333335
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_3.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,3,6,PHP02 X LH185,2022-05-22,,35.14,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_3,train,0.8333333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_30.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,30,6,PHN46 X W606S,2022-05-22,,24.47,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_30,train,0.6916666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_31.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,31,6,B105 X 3IIH6,2022-05-22,,16.39,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_31,train,0.9333333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_32.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,32,6,PHK76 X LH198,2022-05-22,,30.0,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_32,train,0.7
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_33.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,33,6,B14A X MO17,2022-05-22,,25.52,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_33,train,0.675
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_34.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,34,6,LH198 X PHZ51,2022-05-22,,16.72,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_34,train,0.8
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_35.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,35,6,PHB47 X PHK56,2022-05-22,,26.03,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_35,train,0.4583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_36.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,36,6,PHP02 X LH145,2022-05-22,,7.47,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_36,train,0.9666666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_37.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,37,6,PHP02 X LH185,2022-05-22,,5.05,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_37,train,0.8333333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_38.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,38,6,PHW52 X PHM49,2022-05-22,,26.18,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_38,train,0.44166666666666665
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_39.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,39,6,LH195 X LH185,2022-05-22,,36.58,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_39,train,0.5083333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_4.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,4,6,PHK76 X LH145,2022-05-22,,64.62,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_4,train,0.95
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_5.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,5,6,PHG39 X PHM49,2022-05-22,,66.13,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_5,train,0.5666666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_6.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,6,6,PHP02 X PHJ89,2022-05-22,,65.04,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_6,train,0.45
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_7.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,7,6,PHB47 X PHK56,2022-05-22,,64.34,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_7,train,0.4583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_8.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,8,6,2369 X LH123HT,2022-05-22,,19.0,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_8,train,0.9083333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_6_9.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,9,6,B37 X MO17,2022-05-22,,37.78,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_6_9,train,0.9416666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_10.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,10,7,PHP02 X LH82,2022-05-22,,47.79,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_10,train,0.8833333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_11.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,11,7,PHW52 X LH185,2022-05-22,,49.67,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_11,train,0.5583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_12.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,12,7,PHP02 X PHB47,2022-05-22,,37.47,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_12,train,0.9
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_13.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,13,7,SYNGENTA NK0760-3111,2022-05-22,,88.29,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_13,train,0.8583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_15.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,15,7,SYNGENTA NK0760-3111,2022-05-22,,99.9,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_15,train,0.8583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_16.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,16,7,PHP02 X PHG47,2022-05-22,,57.0,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_16,train,0.5166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_17.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,17,7,LH82 X W606S,2022-05-22,,86.01,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_17,train,0.5916666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_18.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,18,7,PHW52 X PHN82,2022-05-22,,129.79,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_18,train,0.36666666666666664
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_19.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,19,7,PHP02 X LH185,2022-05-22,,37.04,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_19,train,0.8333333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_2.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,2,7,2FACC X 3IIH6,2022-05-22,,32.33,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_2,train,0.55
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_20.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,20,7,2369 X LH123HT,2022-05-22,,6.67,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_20,train,0.9083333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_21.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,21,7,PHP02 X LH198,2022-05-22,,40.09,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_21,train,0.5333333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_22.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,22,7,LH195 X LH185,2022-05-22,,42.46,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_22,train,0.5083333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_23.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,23,7,B37 X OH43,2022-05-22,,25.03,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_23,train,0.975
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_24.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,24,7,4N506 X 3IIH6,2022-05-22,,13.01,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_24,train,0.7666666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_25.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,25,7,B73 X MO17,2022-05-22,,24.09,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_25,train,0.5
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_26.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,26,7,PHK56 X LH185,2022-05-22,,7.57,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_26,train,0.4666666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_28.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,28,7,LH82 X PHB47,2022-05-22,,41.09,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_28,train,0.925
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_29.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,29,7,PHT69 X 3IIH6,2022-05-22,,29.95,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_29,train,0.6
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_3.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,3,7,PHK76 X LH198,2022-05-22,,54.66,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_3,train,0.7
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_30.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,30,7,PHP02 X PHN46,2022-05-22,,23.87,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_30,train,0.65
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_31.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,31,7,F42 X OH43,2022-05-22,,23.48,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_31,train,0.7916666666666666
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_32.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,32,7,B84 X 3IIH6,2022-05-22,,20.75,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_32,train,0.775
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_33.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,33,7,PHK56 X PHJ89,2022-05-22,,16.97,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_33,train,0.48333333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_34.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,34,7,N209 X 3IIH6,2022-05-22,,26.54,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_34,train,0.4166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_35.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,35,7,B37 X MO17,2022-05-22,,15.62,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_35,train,0.9416666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_36.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,36,7,B73 X MO17,2022-05-22,,19.47,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_36,train,0.5
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_37.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,37,7,PHK56 X LH198,2022-05-22,,18.11,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_37,train,0.43333333333333335
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_38.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,38,7,LH195 X 3IIH6,2022-05-22,,22.45,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_38,train,0.7166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_39.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,39,7,PHP02 X PHG47,2022-05-22,,17.87,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_39,train,0.5166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_4.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,4,7,PHK56 X 3IIH6,2022-05-22,,31.92,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_4,train,0.725
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_5.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,5,7,WF9 X H95,2022-05-22,,31.01,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_5,train,0.9916666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_6.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,6,7,LH74 X PHM49,2022-05-22,,23.71,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_6,train,0.7583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_7.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,7,7,LH195 X LH123HT,2022-05-22,,12.24,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_7,train,0.8916666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_8.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,8,7,PHB47 X LH185,2022-05-22,,36.83,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_8,train,0.7083333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_7_9.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,9,7,LH123HT X 3IIH6,2022-05-22,,13.33,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_7_9,train,0.8166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_10.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,10,8,SYNGENTA NK0760-3111,2022-05-22,,50.72,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_10,train,0.8583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_11.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,11,8,SYNGENTA NK0760-3111,2022-05-22,,105.55,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_11,train,0.8583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_12.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,12,8,SYNGENTA NK0760-3111,2022-05-22,,82.11,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_12,train,0.8583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_13.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,13,8,2369 X 3IIH6,2022-05-22,,64.3,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_13,train,0.6166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_15.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,15,8,2369 X PHN82,2022-05-22,,91.51,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_15,train,0.5833333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_16.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,16,8,PHK56 X LH198,2022-05-22,,57.37,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_16,train,0.43333333333333335
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_17.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,17,8,LH185 X LH82,2022-05-22,,74.51,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_17,train,0.39166666666666666
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_18.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,18,8,PHK76 X LH145,2022-05-22,,70.75,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_18,train,0.95
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_19.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,19,8,PHJ40 X LH82,2022-05-22,,95.41,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_19,train,0.625
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_2.TIF,2022,TP5,Lincoln,0.4285714285714285,hybrids,3.0,2,8,PIONEER P0589 AMXT,2022-05-22,,98.82,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_2,train,0.325
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_20.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,20,8,B73 X PHN82,2022-05-22,,41.8,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_20,train,0.38333333333333336
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_21.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,21,8,PHK56 X PHJ89,2022-05-22,,20.78,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_21,train,0.48333333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_22.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,22,8,SYNGENTA NK0760-3111,2022-05-22,,89.93,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_22,train,0.8583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_23.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,23,8,SYNGENTA NK0760-3111,2022-05-22,,43.09,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_23,train,0.8583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_24.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,24,8,SYNGENTA NK0760-3111,2022-05-22,,86.26,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_24,train,0.8583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_25.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,25,8,SYNGENTA NK0760-3111,2022-05-22,,71.29,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_25,train,0.8583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_26.TIF,2022,TP5,Lincoln,0.0,hybrids,1.0,26,8,PHK56 X LH82,2022-05-22,,53.91,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_26,train,0.4083333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_28.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,28,8,PHP02 X PHK76,2022-05-22,,48.92,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_28,train,0.6583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Lincoln\TP5\Lincoln-TP5-hybrids_8_29.TIF,2022,TP5,Lincoln,0.8571428571428571,hybrids,5.0,29,8,2369 X LH123HT,2022-05-22,,11.6,2022-09-19,120,2022_Lincoln_hybrids,Lincoln_hybrids_8_29,train,0.9083333333333333
